Territorio;Indicatori;Tipologia di esercizio;Paese di residenza dei clienti;TIME;Value;;;;;
Italia;arrivi ;esercizi alberghieri;Altri paesi africani;01/09/2021;8222;;;;;
Italia;arrivi ;esercizi alberghieri;Altri paesi africani;01/10/2021;8304;;;;;
Italia;arrivi ;esercizi alberghieri;Altri paesi africani;01/11/2021;6471;;;;;
Italia;arrivi ;esercizi alberghieri;Altri paesi africani;01/12/2021;5932;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2008;13892;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2008;17305;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2008;21527;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2008;31022;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2008;36051;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2008;30707;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2008;30908;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2008;25405;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2008;25289;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2008;28160;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2008;20158;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2008;19994;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2009;15477;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2009;12968;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2009;18562;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2009;28598;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2009;26194;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2009;25402;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2009;30191;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2009;25407;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2009;31534;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2009;28819;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2009;21083;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2009;27632;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2010;17676;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2010;20391;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2010;25164;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2010;38948;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2010;42282;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2010;42071;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2010;44643;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2010;31036;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2010;46979;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2010;40562;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2010;28914;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2010;33667;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2011;22547;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2011;23851;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2011;30799;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2011;49369;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2011;55249;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2011;53865;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2011;53290;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2011;45454;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2011;52431;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2011;52745;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2011;35676;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2011;40403;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2012;31582;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2012;22424;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2012;35618;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2012;59606;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2012;65454;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2012;59107;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2012;55930;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2012;58772;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2012;53170;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2012;61615;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2012;42020;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2012;50508;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2013;26684;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2013;31322;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2013;42206;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2013;57686;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2013;59535;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2013;64553;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2013;58177;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2013;58106;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2013;54740;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2013;57349;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2013;42514;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2013;51073;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2014;27908;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2014;28852;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2014;36691;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2014;62322;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2014;64932;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2014;66016;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2014;64350;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2014;55105;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2014;58734;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2014;62356;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2014;43018;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2014;53542;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2015;40130;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2015;43098;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2015;59584;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2015;83075;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2015;90485;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2015;89942;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2015;103710;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2015;78206;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2015;81016;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2015;91576;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2015;65909;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2015;65887;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2016;39164;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2016;47842;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2016;67227;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2016;84954;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2016;88941;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2016;82955;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2016;101909;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2016;71938;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2016;84863;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2016;91055;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2016;64164;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2016;72913;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2017;47708;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2017;48027;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2017;69887;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2017;95806;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2017;97240;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2017;100494;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2017;94795;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2017;72593;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2017;81796;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2017;97865;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2017;67347;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2017;78372;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2018;43134;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2018;49615;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2018;69263;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2018;97693;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2018;94008;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2018;108226;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2018;92208;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2018;76690;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2018;89228;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2018;101030;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2018;70789;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2018;86592;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2019;48619;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2019;57967;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2019;75886;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2019;104751;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2019;99890;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2019;124159;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2019;103556;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2019;83916;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2019;92780;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2019;121416;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2019;85889;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2019;104386;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2020;60261;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2020;43565;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2020;3328;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2020;132;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2020;339;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2020;2012;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2020;6143;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2020;11825;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2020;7301;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2020;5552;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2020;2673;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2020;2068;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/01/2021;2032;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/02/2021;2397;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/03/2021;2221;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/04/2021;2280;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/05/2021;5066;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/06/2021;8374;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/07/2021;20888;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/08/2021;26428;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/09/2021;16608;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/10/2021;38029;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/11/2021;15539;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Asia;01/12/2021;18191;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/01/2012;347;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/02/2012;18;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/03/2012;302;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/04/2012;180;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/05/2012;352;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/06/2012;703;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/07/2012;897;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/08/2012;568;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/09/2012;1019;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/10/2012;819;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/11/2012;732;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/12/2012;871;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/01/2013;780;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/02/2013;453;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/03/2013;605;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/04/2013;619;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/05/2013;888;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/06/2013;1046;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/07/2013;1873;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/08/2013;1101;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/09/2013;1416;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/10/2013;1786;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/11/2013;1157;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/12/2013;1610;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/01/2014;1243;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/02/2014;1012;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/03/2014;2599;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/04/2014;4184;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/05/2014;3604;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/06/2014;3712;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/07/2014;3874;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/08/2014;3396;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/09/2014;3404;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/10/2014;3214;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/11/2014;1839;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/12/2014;2456;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/01/2015;1881;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/02/2015;1484;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/03/2015;3528;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/04/2015;6367;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/05/2015;4579;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/06/2015;4007;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/07/2015;4444;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/08/2015;3967;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/09/2015;4049;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/10/2015;3447;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/11/2015;2074;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/12/2015;2472;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/01/2016;1870;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/02/2016;1556;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/03/2016;1952;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/04/2016;3774;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/05/2016;2837;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/06/2016;3306;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/07/2016;4515;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/08/2016;3274;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/09/2016;5236;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/10/2016;3127;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/11/2016;4197;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/12/2016;1869;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/01/2017;1717;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/02/2017;890;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/03/2017;2523;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/04/2017;4455;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/05/2017;3289;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/06/2017;3651;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/07/2017;3832;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/08/2017;4730;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/09/2017;4482;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/10/2017;3164;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/11/2017;1316;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/12/2017;2683;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/01/2018;1753;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/02/2018;1515;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/03/2018;1958;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/04/2018;2905;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/05/2018;3393;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/06/2018;3750;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/07/2018;3795;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/08/2018;3137;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/09/2018;3995;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/10/2018;2445;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/11/2018;2089;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/12/2018;2654;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/01/2019;1118;;;;;
Italia;arrivi ;esercizi alberghieri;Altri Paesi dell'Oceania;01/02/2019;1300;;;;;
