Territorio;Indicatori;Tipologia di esercizio;Paese di residenza dei clienti;TIME;Value;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2012;1826;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2012;1487;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2012;1663;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2012;1066;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2012;529;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2012;573;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/01/2013;872;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/02/2013;912;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/03/2013;1148;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/04/2013;1738;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/05/2013;2078;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/06/2013;2532;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2013;2509;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2013;2343;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2013;2258;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2013;1786;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2013;690;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2013;716;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/01/2014;947;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/02/2014;1209;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/03/2014;1266;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/04/2014;2220;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/05/2014;2028;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/06/2014;2997;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2014;3271;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2014;2462;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2014;2755;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2014;1940;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2014;542;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2014;747;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/01/2015;1080;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/02/2015;1371;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/03/2015;1390;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/04/2015;2403;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/05/2015;2573;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/06/2015;4430;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2015;3909;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2015;3127;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2015;3349;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2015;2570;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2015;899;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2015;813;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/01/2016;1411;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/02/2016;1475;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/03/2016;1747;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/04/2016;2193;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/05/2016;2670;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/06/2016;4258;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2016;3955;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2016;2972;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2016;3445;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2016;2617;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2016;1418;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2016;999;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/01/2017;1469;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/02/2017;1885;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/03/2017;2349;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/04/2017;3312;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/05/2017;3630;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/06/2017;5239;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2017;4774;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2017;3801;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2017;4242;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2017;3650;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2017;1755;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2017;1535;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/01/2018;1609;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/02/2018;2149;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/03/2018;2661;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/04/2018;2875;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/05/2018;3473;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/06/2018;5304;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2018;4835;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2018;4000;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2018;4259;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2018;3817;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2018;2003;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2018;1665;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/01/2019;1789;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/02/2019;2494;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/03/2019;2493;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/04/2019;3537;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/05/2019;4499;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/06/2019;5979;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2019;6103;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2019;5522;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2019;5302;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2019;4564;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2019;1823;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2019;2031;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/01/2020;1700;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/02/2020;2392;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/03/2020;94;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/04/2020;3;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/05/2020;23;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/06/2020;277;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2020;1511;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2020;1666;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2020;945;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2020;505;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2020;120;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2020;97;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/01/2021;99;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/02/2021;183;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/03/2021;105;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/04/2021;173;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/05/2021;440;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/06/2021;2655;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/07/2021;6469;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/08/2021;5653;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/09/2021;4685;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/10/2021;3628;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/11/2021;1888;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Lituania;01/12/2021;1372;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2008;477;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2008;235;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2008;586;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2008;1784;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2008;3621;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2008;4527;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2008;4352;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2008;4736;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2008;5861;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2008;2407;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2008;445;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2008;374;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2009;459;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2009;223;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2009;358;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2009;1500;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2009;3271;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2009;4360;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2009;4316;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2009;5043;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2009;5245;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2009;2165;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2009;582;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2009;413;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2010;365;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2010;231;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2010;350;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2010;1356;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2010;3510;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2010;4752;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2010;4770;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2010;4368;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2010;4680;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2010;2043;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2010;359;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2010;375;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2011;419;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2011;219;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2011;401;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2011;1657;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2011;3124;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2011;4406;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2011;5124;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2011;3719;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2011;4127;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2011;1976;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2011;432;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2011;299;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2012;406;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2012;284;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2012;500;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2012;1630;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2012;2770;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2012;4227;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2012;4217;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2012;3673;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2012;4589;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2012;2128;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2012;649;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2012;475;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2013;583;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2013;244;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2013;451;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2013;1493;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2013;3258;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2013;4557;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2013;4181;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2013;3955;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2013;4979;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2013;2277;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2013;543;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2013;625;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2014;634;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2014;252;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2014;370;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2014;1517;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2014;3157;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2014;4343;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2014;5221;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2014;4104;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2014;5397;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2014;2423;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2014;563;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2014;587;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2015;878;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2015;312;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2015;431;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2015;1895;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2015;3262;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2015;5147;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2015;5471;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2015;4781;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2015;6035;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2015;2858;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2015;793;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2015;693;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2016;1049;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2016;344;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2016;708;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2016;2097;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2016;3833;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2016;5487;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2016;6351;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2016;5497;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2016;6600;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2016;2626;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2016;853;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2016;912;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2017;898;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2017;491;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2017;667;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2017;2558;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2017;4550;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2017;6000;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2017;7013;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2017;5590;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2017;7728;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2017;3528;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2017;892;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2017;977;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2018;1083;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2018;638;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2018;948;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2018;2530;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2018;4508;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2018;7181;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2018;7764;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2018;6118;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2018;8090;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2018;4158;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2018;1261;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2018;1437;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2019;1298;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2019;598;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2019;860;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2019;2795;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2019;5526;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2019;7998;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2019;8324;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2019;6233;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2019;8926;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2019;4223;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2019;1046;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2019;1303;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2020;1474;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2020;588;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2020;66;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2020;4;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2020;6;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2020;60;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2020;324;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2020;854;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2020;762;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2020;225;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2020;9;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2020;41;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/01/2021;11;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/02/2021;30;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/03/2021;25;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/04/2021;22;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/05/2021;70;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/06/2021;248;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/07/2021;474;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/08/2021;406;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/09/2021;458;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/10/2021;367;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/11/2021;217;;;;;
Italia;arrivi ;esercizi extra-alberghieri;Nuova Zelanda;01/12/2021;199;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/01/2008;21317;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/02/2008;24547;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/03/2008;27740;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/04/2008;28900;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/05/2008;46463;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/06/2008;46017;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/07/2008;47055;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/08/2008;38368;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/09/2008;60482;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/10/2008;45676;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/11/2008;21828;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/12/2008;14272;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/01/2009;19037;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/02/2009;20155;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/03/2009;21644;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/04/2009;33307;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/05/2009;48016;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/06/2009;45765;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/07/2009;55031;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/08/2009;40841;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/09/2009;61820;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/10/2009;50745;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/11/2009;22366;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/12/2009;15078;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/01/2010;22115;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/02/2010;22418;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/03/2010;24177;;;;;
Italia;presenze;esercizi alberghieri;Argentina;01/04/2010;35764;;;;;
